x_module,24453
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/da3680547a9942daabd3c77ff97ae450/022ecf8906a24ea2855e5cafa256a91d,24229
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/b2041482a0d84129bf5e24ff99fad363/8dac9a1635ca40aba1edcc2f54ab9a23,14530
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/83921d2d05e848dba220ab52731d2e1b/4badef0dae9746b7a1c21c216c9b1efd,12524
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fa0fe95796b48dfa3be7d65789941b7/8b9c668f60c4428e9590b5eb0b30bb94,10033
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fecdb68e4aa41399d4ae281fc84522c/19ff311231584195823585cb57b1e95a,7063
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/c4cb00be8d0f46f2ae0e61e2be237581/1f6e446e9abb4ca49dd0079165482f53,6446
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/da3680547a9942daabd3c77ff97ae450/a0964c6aa64c4c4dab12c1334657e25c,8467
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fa0fe95796b48dfa3be7d65789941b7/29e7c9f15bd44773877e6420fd30e34a,6062
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/8161ea56651c4233a811322907404cd6/f865962622564175a9910cf1e2f828fc,5184
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/74b80ea4f7c7444e81656b87ba34602f/f4487178e38c4b0382d92f2d50bb0205,4734
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/83921d2d05e848dba220ab52731d2e1b/e4cc879293984e6fa21610ee623f3c15,6086
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/8161ea56651c4233a811322907404cd6/375bb58eabfb4729a697016f148d47f7,4559
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/b2041482a0d84129bf5e24ff99fad363/c024e65f2e8b46b88a5dc76a540cf091,4054
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/4d8862dfb727403f9f756cb145c6148b/6090ae71aede453f92c1f64a370db40e,3482
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/56e39e76feee425d820df6aa4a91fb6d/6ce603b56af54fa788749de7124dec33,3731
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/b732f327d7c64541ba9f1f1d54922dab/6b114d8f837841fba19cbb5b251206fa,3933
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/92476c735b6f497e9f42d5dc28c23b06/3829e2ba490642a4a1280da70a50cc87,3449
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/56e39e76feee425d820df6aa4a91fb6d/1ff6a2f46b504eb88965f69ed5dfd865,3526
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/18ff91d0cb3b469f8b10dbd449090b65/7732f002b106467286f2a31c909a782a,3351
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/8cea12e6c2a84649b7bc23501c8069c1/6aec6f66f7394b5aa8bb002713363734,3333
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/18ff91d0cb3b469f8b10dbd449090b65/f10a297b1cc5417eb4032e6015c7f6a2,3289
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fecdb68e4aa41399d4ae281fc84522c/66c0a6ae2e654190a0209b71d43dd8fa,3782
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/8cea12e6c2a84649b7bc23501c8069c1/8bf6943b10b242de8a5f3c16f19da073,3204
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/d55157fe4a9b45c78b899bebb09242fa/e629bb6b22214016b64a54b9a928ecb6,3251
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/d61770d362f24eeebb176d8cbb9bb616/0592ae1630b547d0bc20221baa3631e3,2928
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/8161ea56651c4233a811322907404cd6/bc6d7473610946e3bffa9afe24c633cf,2922
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/74b80ea4f7c7444e81656b87ba34602f/4818493c73044ff89b23d4dae3ca721c,3106
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/d55157fe4a9b45c78b899bebb09242fa/0c8dcd8e8de14d6e985a88a63981fa00,3018
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/4d8862dfb727403f9f756cb145c6148b/bcd5f697a46c43a9b01fc3ba43b63b42,2587
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/92476c735b6f497e9f42d5dc28c23b06/728f313b400a4bf1bcb67425175463ad,2481
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/b732f327d7c64541ba9f1f1d54922dab/d1baa897cadf4c1596181ae4ac22bde1,2535
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/95d8fa67961c445b88cab04a742ad75d/00914163ea0f4c1f903f5631f7e1f01f,2409
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/c4cb00be8d0f46f2ae0e61e2be237581/f0d2a1a57c4b48fcb8398b54d80dbbc0,2509
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/95d8fa67961c445b88cab04a742ad75d/b8762b58b0f34ed89459f708d22aa36f,2265
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/d61770d362f24eeebb176d8cbb9bb616/0f04df3bcd0d4e19a536329bea1e4b38,2254
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/b732f327d7c64541ba9f1f1d54922dab/a63117926bed4c83bfe8c2186a3f1e97,1177
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/da3680547a9942daabd3c77ff97ae450/aa9ebe1cd2b34dc38b866a5cb525be64,1663
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/83921d2d05e848dba220ab52731d2e1b/73031151783d4226a666e1f207dd77ae,707
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fa0fe95796b48dfa3be7d65789941b7/ce43f566c14e4170ace5dd5e5501732e,405
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/8161ea56651c4233a811322907404cd6/16e44c11ab604972a9a127591fbdcae3,313
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/2fecdb68e4aa41399d4ae281fc84522c/12153341b5784f9793e06210b8103056,283
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/74b80ea4f7c7444e81656b87ba34602f/77d31f0f4fb746799cfc7c541dbc2f29,248
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/b2041482a0d84129bf5e24ff99fad363/f0bfdf27c8e540468d65b39addf4b567,173
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/d55157fe4a9b45c78b899bebb09242fa/d95da5cebf654d9f82e2f8772855a39d,215
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/c4cb00be8d0f46f2ae0e61e2be237581/5cd40f603a0e479b897ce2f7f6d03d38,184
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/56e39e76feee425d820df6aa4a91fb6d/488fd0fa56be4816b7ca5e6b8ac2048a,105
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/18ff91d0cb3b469f8b10dbd449090b65/55b4750c1e32433ba472efcdc13edc43,100
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/8cea12e6c2a84649b7bc23501c8069c1/28ffbe2db118466a9f2390e99e5ca342,105
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/info,60
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/92476c735b6f497e9f42d5dc28c23b06/036dabd85efb4cd6954627dd830ff92a,75
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/d61770d362f24eeebb176d8cbb9bb616/fc328a062de342a79c5dd379a64ade39,59
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/4d8862dfb727403f9f756cb145c6148b/c21315ebbb184a6d9478b8cfb197088d,74
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/95d8fa67961c445b88cab04a742ad75d/0b6b30051eeb4f089045cc29073b5ffb,87
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware,28
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/instructor,8
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/bookmarks,3
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019,1
https://courses.openedu.ru/courses/course-v1:spbstu+DATAM+spring_2019/courseware/b732f327d7c64541ba9f1f1d54922dab,1
